Dates,Temp (F),RH (%),Wind Spd (mph),Precip (in),Flow (ft^3 / s),Sample Flow
2021-05-06 12:00:00+00:00,53,54,18,0.0,104.0,70.2
2021-05-06 13:00:00+00:00,55,51,15,0.0,104.0,70.2
2021-05-06 14:00:00+00:00,54,50,15,0.0,109.0,70.2
2021-05-06 15:00:00+00:00,55,44,17,0.0,115.0,70.2
2021-05-06 16:00:00+00:00,57,38,17,0.0,109.0,70.2
2021-05-06 17:00:00+00:00,57,31,17,0.0,109.0,70.2
2021-05-06 18:00:00+00:00,56,33,14,0.0,104.0,70.2
2021-05-06 19:00:00+00:00,52,43,6,0.0,122.0,70.2
2021-05-06 20:00:00+00:00,46,57,8,0.0,122.0,70.2
2021-05-06 21:00:00+00:00,44,61,8,0.0,111.0,70.2
2021-05-06 22:00:00+00:00,50,46,14,0.0,104.0,70.2
2021-05-06 23:00:00+00:00,50,54,5,0.0,109.0,70.2
2021-05-07 00:00:00+00:00,48,62,15,0.0,117.0,70.2
2021-05-07 01:00:00+00:00,46,66,0,0.0,127.0,70.2
2021-05-07 02:00:00+00:00,42,78,9,0.0,134.0,70.2
2021-05-07 03:00:00+00:00,41,81,5,0.0,134.0,70.2
2021-05-07 04:00:00+00:00,38,89,7,0.0,122.0,70.2
2021-05-07 05:00:00+00:00,36,92,7,0.0,107.0,70.2
2021-05-07 06:00:00+00:00,39,87,8,0.0,94.4,70.2
2021-05-07 07:00:00+00:00,44,76,10,0.0,100.0,70.2
2021-05-07 08:00:00+00:00,47,61,10,0.0,111.0,70.2
2021-05-07 09:00:00+00:00,49,46,14,0.0,117.0,70.2
2021-05-07 10:00:00+00:00,49,46,20,0.0,120.0,70.2
2021-05-07 11:00:00+00:00,52,40,20,0.0,117.0,70.2
2021-05-07 12:00:00+00:00,53,38,15,0.0,107.0,70.2
2021-05-07 13:00:00+00:00,54,35,17,0.0,94.4,70.2
2021-05-07 14:00:00+00:00,54,35,13,0.0,94.4,70.2
2021-05-07 15:00:00+00:00,56,33,14,0.0,104.0,70.2
2021-05-07 16:00:00+00:00,56,33,11,0.0,104.0,70.2
2021-05-07 17:00:00+00:00,54,32,13,0.0,111.0,70.2
2021-05-07 18:00:00+00:00,53,32,11,0.0,109.0,70.2
2021-05-07 19:00:00+00:00,50,34,8,0.0,100.0,70.2
2021-05-07 20:00:00+00:00,45,45,6,0.0,102.0,70.2
2021-05-07 21:00:00+00:00,44,45,7,0.0,111.0,70.2
2021-05-07 22:00:00+00:00,42,50,7,0.0,115.0,70.2
2021-05-07 23:00:00+00:00,41,52,6,0.0,98.3,70.2
2021-05-08 00:00:00+00:00,40,54,7,0.0,100.0,70.2
2021-05-08 01:00:00+00:00,38,59,6,0.0,115.0,70.2
2021-05-08 02:00:00+00:00,37,61,7,0.0,120.0,70.2
2021-05-08 03:00:00+00:00,35,66,8,0.0,117.0,70.2
2021-05-08 04:00:00+00:00,34,72,8,0.0,113.0,70.2
2021-05-08 05:00:00+00:00,34,72,8,0.0,115.0,70.2
2021-05-08 06:00:00+00:00,37,66,7,0.0,127.0,70.2
2021-05-08 07:00:00+00:00,42,59,9,0.0,127.0,70.2
2021-05-08 08:00:00+00:00,47,49,13,0.0,109.0,70.2
2021-05-08 09:00:00+00:00,49,43,11,0.0,102.0,70.2
2021-05-08 10:00:00+00:00,51,37,15,0.0,100.0,70.2
2021-05-08 11:00:00+00:00,51,37,11,0.0,102.0,70.2
2021-05-08 12:00:00+00:00,51,35,10,0.0,100.0,70.2
2021-05-08 13:00:00+00:00,51,35,14,0.0,113.0,70.2
2021-05-08 14:00:00+00:00,51,37,9,0.0,115.0,70.2
2021-05-08 15:00:00+00:00,51,40,13,0.0,113.0,70.2
2021-05-08 16:00:00+00:00,51,37,13,0.0,104.0,70.2
2021-05-08 17:00:00+00:00,52,37,10,0.0,117.0,70.2
2021-05-08 18:00:00+00:00,50,43,8,0.0,100.0,70.2
2021-05-08 19:00:00+00:00,49,46,7,0.0,102.0,70.2
2021-05-08 20:00:00+00:00,47,49,6,0.0,109.0,70.2
2021-05-08 21:00:00+00:00,44,66,14,0.0,104.0,70.2
2021-05-08 22:00:00+00:00,42,72,7,0.0,100.0,70.2
2021-05-08 23:00:00+00:00,41,75,5,0.0,83.1,70.2
2021-05-09 00:00:00+00:00,40,79,5,0.0,85.0,70.2
2021-05-09 01:00:00+00:00,40,79,3,0.0,90.6,70.2
2021-05-09 02:00:00+00:00,39,81,7,0.0,109.0,70.2
2021-05-09 03:00:00+00:00,37,85,6,0.0,102.0,70.2
2021-05-09 04:00:00+00:00,38,82,5,0.0,104.0,70.2
2021-05-09 05:00:00+00:00,37,81,7,0.0,102.0,70.2
2021-05-09 06:00:00+00:00,38,85,6,0.0,104.0,70.2
2021-05-09 07:00:00+00:00,43,75,5,0.0,107.0,70.2
2021-05-09 08:00:00+00:00,49,66,3,0.0,111.0,70.2
2021-05-09 09:00:00+00:00,55,43,6,0.0,113.0,70.2
2021-05-09 10:00:00+00:00,58,38,8,0.0,127.0,70.2
2021-05-09 11:00:00+00:00,59,31,5,0.0,104.0,70.2
2021-05-09 12:00:00+00:00,59,29,14,0.0,96.4,70.2
2021-05-09 13:00:00+00:00,63,27,10,0.0,90.6,70.2
2021-05-09 14:00:00+00:00,63,29,13,0.0,102.0,70.2
2021-05-09 15:00:00+00:00,63,23,13,0.0,102.0,70.2
2021-05-09 16:00:00+00:00,62,25,15,0.0,104.0,70.2
2021-05-09 17:00:00+00:00,59,27,10,0.0,102.0,70.2
2021-05-09 18:00:00+00:00,58,28,13,0.0,88.8,70.2
2021-05-09 19:00:00+00:00,55,33,10,0.0,88.8,70.2
2021-05-09 20:00:00+00:00,51,35,7,0.0,102.0,70.2
2021-05-09 21:00:00+00:00,49,40,6,0.0,81.2,70.2
2021-05-09 22:00:00+00:00,48,46,13,0.0,85.0,70.2
2021-05-09 23:00:00+00:00,47,46,11,0.0,98.3,70.2
2021-05-10 00:00:00+00:00,45,45,13,0.0,102.0,70.2
2021-05-10 01:00:00+00:00,44,45,10,0.0,117.0,70.2
2021-05-10 02:00:00+00:00,42,50,8,0.0,109.0,70.2
2021-05-10 03:00:00+00:00,40,54,6,0.0,122.0,70.2
2021-05-10 04:00:00+00:00,40,57,7,0.0,109.0,70.2
2021-05-10 05:00:00+00:00,39,60,8,0.0,94.4,70.2
2021-05-10 06:00:00+00:00,40,57,10,0.0,94.4,70.2
2021-05-10 07:00:00+00:00,42,54,15,0.0,98.3,70.2
2021-05-10 08:00:00+00:00,44,53,18,0.0,111.0,70.2
2021-05-10 09:00:00+00:00,47,53,17,0.0,113.0,70.2
2021-05-10 10:00:00+00:00,48,50,11,0.0,109.0,70.2
2021-05-10 11:00:00+00:00,47,53,8,0.0,102.0,70.2
2021-05-10 12:00:00+00:00,50,54,6,0.0,96.4,70.2
2021-05-10 13:00:00+00:00,53,44,7,0.0,102.0,70.2
2021-05-10 14:00:00+00:00,53,35,8,0.0,96.4,70.2
2021-05-10 15:00:00+00:00,52,37,11,0.0,98.3,70.2
2021-05-10 16:00:00+00:00,52,37,13,0.0,104.0,70.2
2021-05-10 17:00:00+00:00,53,35,11,0.0,107.0,70.2
2021-05-10 18:00:00+00:00,50,32,9,0.0,90.6,70.2
2021-05-10 19:00:00+00:00,48,37,9,0.0,85.0,70.2
2021-05-10 20:00:00+00:00,44,39,9,0.0,92.5,70.2
2021-05-10 21:00:00+00:00,41,45,7,0.0,100.0,70.2
2021-05-10 22:00:00+00:00,41,45,5,0.0,94.4,70.2
2021-05-10 23:00:00+00:00,41,45,5,0.0,90.6,70.2
2021-05-11 00:00:00+00:00,39,48,3,0.0,90.6,70.2
2021-05-11 01:00:00+00:00,38,52,5,0.0,92.5,70.2
2021-05-11 02:00:00+00:00,35,58,5,0.0,94.4,70.2
2021-05-11 03:00:00+00:00,35,58,5,0.0,94.4,70.2
2021-05-11 04:00:00+00:00,35,58,0,0.0,92.5,70.2
2021-05-11 05:00:00+00:00,35,61,0,0.0,96.4,70.2
2021-05-11 06:00:00+00:00,38,59,3,0.0,94.4,70.2
2021-05-11 07:00:00+00:00,43,52,0,0.0,94.4,70.2
2021-05-11 08:00:00+00:00,46,46,5,0.0,98.3,70.2
2021-05-11 09:00:00+00:00,51,37,3,0.0,94.4,70.2
2021-05-11 10:00:00+00:00,53,35,6,0.0,94.4,70.2
2021-05-11 11:00:00+00:00,53,32,8,0.0,96.4,70.2
2021-05-11 12:00:00+00:00,54,32,3,0.0,104.0,70.2
2021-05-11 13:00:00+00:00,56,30,5,0.0,100.0,70.2
2021-05-11 14:00:00+00:00,57,26,7,0.0,115.0,70.2
2021-05-11 15:00:00+00:00,59,26,0,0.0,100.0,70.2
2021-05-11 16:00:00+00:00,58,28,8,0.0,79.4,70.2
2021-05-11 17:00:00+00:00,58,26,8,0.0,86.9,70.2
2021-05-11 18:00:00+00:00,56,26,0,0.0,102.0,70.2
2021-05-11 19:00:00+00:00,55,26,0,0.0,98.3,70.2
2021-05-11 20:00:00+00:00,53,28,5,0.0,90.6,70.2
2021-05-11 21:00:00+00:00,50,32,5,0.0,74.1,70.2
2021-05-11 22:00:00+00:00,48,34,5,0.0,86.9,70.2
2021-05-11 23:00:00+00:00,47,36,3,0.0,86.9,70.2
2021-05-12 00:00:00+00:00,41,48,6,0.0,94.4,70.2
2021-05-12 01:00:00+00:00,42,46,6,0.0,85.0,70.2
2021-05-12 02:00:00+00:00,40,50,6,0.0,92.5,70.2
2021-05-12 03:00:00+00:00,39,52,6,0.0,92.5,70.2
2021-05-12 04:00:00+00:00,38,54,7,0.0,92.5,70.2
2021-05-12 05:00:00+00:00,37,61,6,0.0,96.4,70.2
2021-05-12 06:00:00+00:00,38,67,5,0.0,94.4,70.2
2021-05-12 07:00:00+00:00,48,43,7,0.0,88.8,70.2
2021-05-12 08:00:00+00:00,55,33,9,0.0,90.6,70.2
2021-05-12 09:00:00+00:00,59,27,5,0.0,102.0,70.2
2021-05-12 10:00:00+00:00,60,25,8,0.0,94.4,70.2
2021-05-12 11:00:00+00:00,62,23,9,0.0,90.6,70.2
2021-05-12 12:00:00+00:00,64,24,10,0.0,86.9,70.2
2021-05-12 13:00:00+00:00,64,24,0,0.0,83.1,70.2
2021-05-12 14:00:00+00:00,66,21,11,0.0,85.0,70.2
2021-05-12 15:00:00+00:00,64,22,7,0.0,83.1,70.2
2021-05-12 16:00:00+00:00,66,21,11,0.0,85.0,70.2
2021-05-12 17:00:00+00:00,64,22,5,0.0,83.1,70.2
2021-05-12 18:00:00+00:00,63,22,5,0.0,98.3,70.2
2021-05-12 19:00:00+00:00,61,25,3,0.0,94.4,70.2
2021-05-12 20:00:00+00:00,56,30,5,0.0,88.8,70.2
2021-05-12 21:00:00+00:00,51,37,7,0.0,90.6,70.2
2021-05-12 22:00:00+00:00,48,43,6,0.0,98.3,70.2
2021-05-12 23:00:00+00:00,45,53,7,0.0,90.6,70.2
2021-05-13 00:00:00+00:00,44,53,7,0.0,90.6,70.2
2021-05-13 01:00:00+00:00,44,53,8,0.0,86.9,70.2
2021-05-13 02:00:00+00:00,44,53,9,0.0,75.8,70.2
2021-05-13 03:00:00+00:00,42,54,9,0.0,75.8,70.2
2021-05-13 04:00:00+00:00,42,54,9,0.0,85.1,70.2
2021-05-13 05:00:00+00:00,42,52,8,0.0,92.5,70.2
2021-05-13 06:00:00+00:00,45,57,6,0.0,94.5,70.2
2021-05-13 07:00:00+00:00,53,41,9,0.0,98.4,70.2
2021-05-13 08:00:00+00:00,59,31,13,0.0,90.7,70.2
2021-05-13 09:00:00+00:00,62,27,15,0.0,90.7,70.2
2021-05-13 10:00:00+00:00,64,26,14,0.0,90.7,70.2
2021-05-13 11:00:00+00:00,64,24,13,0.0,90.7,70.2
2021-05-13 12:00:00+00:00,66,24,11,0.0,90.7,70.2
2021-05-13 13:00:00+00:00,65,24,9,0.0,90.7,70.2
2021-05-13 14:00:00+00:00,67,22,16,0.0,98.4,70.2
2021-05-13 15:00:00+00:00,66,22,13,0.0,90.7,70.2
2021-05-13 16:00:00+00:00,67,22,13,0.0,88.8,70.2
2021-05-13 17:00:00+00:00,67,22,13,0.0,90.7,70.2
2021-05-13 18:00:00+00:00,64,22,13,0.0,87.0,70.2
2021-05-13 19:00:00+00:00,62,25,9,0.0,90.7,70.2
2021-05-13 20:00:00+00:00,58,31,9,0.0,94.5,70.2
2021-05-13 21:00:00+00:00,52,40,8,0.0,92.6,70.2
2021-05-13 22:00:00+00:00,50,43,8,0.0,85.1,70.2
2021-05-13 23:00:00+00:00,49,46,8,0.0,85.1,70.2
2021-05-14 00:00:00+00:00,47,49,8,0.0,92.6,70.2
2021-05-14 01:00:00+00:00,47,49,8,0.0,96.5,70.2
2021-05-14 02:00:00+00:00,46,49,6,0.0,88.9,70.2
2021-05-14 03:00:00+00:00,45,53,8,0.0,85.1,70.2
2021-05-14 04:00:00+00:00,44,53,7,0.0,87.0,70.2
2021-05-14 05:00:00+00:00,42,59,7,0.0,92.6,70.2
2021-05-14 06:00:00+00:00,46,53,7,0.0,96.5,70.2
2021-05-14 07:00:00+00:00,54,41,10,0.0,88.9,70.2
2021-05-14 08:00:00+00:00,58,33,17,0.0,90.8,70.2
2021-05-14 09:00:00+00:00,63,29,18,0.0,92.6,70.2
2021-05-14 10:00:00+00:00,65,26,21,0.0,88.9,70.2
2021-05-14 11:00:00+00:00,65,28,14,0.0,83.3,70.2
2021-05-14 12:00:00+00:00,65,28,15,0.0,87.1,70.2
2021-05-14 13:00:00+00:00,64,28,16,0.0,88.9,70.2
2021-05-14 14:00:00+00:00,65,30,20,0.0,90.8,70.2
2021-05-14 15:00:00+00:00,63,34,21,0.0,90.8,70.2
2021-05-14 16:00:00+00:00,56,54,10,0.0,90.8,70.2
2021-05-14 17:00:00+00:00,54,71,8,0.01,94.6,70.2
2021-05-14 18:00:00+00:00,54,62,9,0.0,92.7,70.2
2021-05-14 19:00:00+00:00,55,58,9,0.0,92.7,70.2
2021-05-14 20:00:00+00:00,56,54,11,0.0,88.9,70.2
2021-05-14 21:00:00+00:00,55,54,11,0.0,88.9,70.2
2021-05-14 22:00:00+00:00,54,58,8,0.0,90.8,70.2
2021-05-14 23:00:00+00:00,54,58,8,0.0,90.8,70.2
2021-05-15 00:00:00+00:00,54,67,8,0.0,96.6,70.2
2021-05-15 01:00:00+00:00,51,76,8,0.0,101.0,70.2
2021-05-15 02:00:00+00:00,51,76,9,0.0,81.5,70.2
2021-05-15 03:00:00+00:00,52,76,10,0.0,77.8,70.2
2021-05-15 04:00:00+00:00,51,76,10,0.0,83.3,70.2
2021-05-15 05:00:00+00:00,49,87,10,0.0,96.6,70.2
2021-05-15 06:00:00+00:00,50,82,10,0.0,87.1,70.2
2021-05-15 07:00:00+00:00,53,77,13,0.0,90.8,70.2
2021-05-15 08:00:00+00:00,57,72,13,0.0,90.8,70.2
2021-05-15 09:00:00+00:00,60,67,10,0.0,98.6,70.2
2021-05-15 10:00:00+00:00,62,63,6,0.0,94.7,70.2
2021-05-15 11:00:00+00:00,64,60,7,0.0,85.3,70.2
2021-05-15 12:00:00+00:00,66,52,10,0.0,81.5,81.5
2021-05-15 13:00:00+00:00,65,56,13,0.0,87.2,81.5
2021-05-15 14:00:00+00:00,69,53,10,0.0,96.6,81.5
2021-05-15 15:00:00+00:00,68,49,10,0.0,96.6,81.5
2021-05-15 16:00:00+00:00,70,46,10,0.0,89.0,81.5
2021-05-15 17:00:00+00:00,69,53,15,0.0,89.0,81.5
2021-05-15 18:00:00+00:00,62,63,16,0.0,85.3,81.5
2021-05-15 19:00:00+00:00,62,68,16,0.0,85.3,81.5
2021-05-15 20:00:00+00:00,60,72,17,0.0,89.0,81.5
2021-05-15 21:00:00+00:00,57,82,9,0.0,87.2,81.5
2021-05-15 22:00:00+00:00,55,88,9,0.0,92.8,81.5
2021-05-15 23:00:00+00:00,51,87,6,0.0,90.9,81.5
2021-05-16 00:00:00+00:00,50,94,7,0.0,94.7,81.5
2021-05-16 01:00:00+00:00,53,100,13,0.0,107.0,81.5
2021-05-16 02:00:00+00:00,54,100,9,0.0,96.7,81.5
2021-05-16 03:00:00+00:00,55,94,10,0.0,87.2,81.5
2021-05-16 04:00:00+00:00,53,94,7,0.0,89.1,81.5
2021-05-16 05:00:00+00:00,53,94,9,0.0,94.7,81.5
2021-05-16 06:00:00+00:00,55,88,9,0.0,89.1,81.5
2021-05-16 07:00:00+00:00,57,82,14,0.0,69.2,81.5
2021-05-16 08:00:00+00:00,58,88,10,0.0,72.6,81.5
2021-05-16 09:00:00+00:00,60,77,14,0.0,81.6,81.5
2021-05-16 10:00:00+00:00,60,72,13,0.0,83.5,81.5
2021-05-16 11:00:00+00:00,62,68,11,0.0,79.7,81.5
2021-05-16 12:00:00+00:00,65,64,17,0.0,85.4,81.5
2021-05-16 13:00:00+00:00,66,60,17,0.0,92.8,81.5
2021-05-16 14:00:00+00:00,68,56,10,0.0,91.0,81.5
2021-05-16 15:00:00+00:00,70,53,14,0.0,91.0,81.5
2021-05-16 16:00:00+00:00,70,53,13,0.0,96.7,81.5
2021-05-16 17:00:00+00:00,70,53,13,0.0,98.7,81.5
2021-05-16 18:00:00+00:00,68,56,11,0.0,89.1,81.5
2021-05-16 19:00:00+00:00,65,60,11,0.0,89.1,81.5
2021-05-16 20:00:00+00:00,62,63,9,0.0,87.3,81.5
2021-05-16 21:00:00+00:00,58,75,8,0.0,83.5,81.5
2021-05-16 22:00:00+00:00,56,77,7,0.0,79.8,81.5
2021-05-16 23:00:00+00:00,55,77,9,0.0,81.6,81.5
2021-05-17 00:00:00+00:00,54,82,7,0.0,91.0,81.5
2021-05-17 01:00:00+00:00,54,88,0,0.0,98.7,81.5
2021-05-17 02:00:00+00:00,53,88,0,0.0,103.0,81.5
2021-05-17 03:00:00+00:00,50,94,5,0.0,85.4,81.5
2021-05-17 04:00:00+00:00,50,94,5,0.0,72.7,81.5
2021-05-17 05:00:00+00:00,48,93,5,0.0,81.6,81.5
2021-05-17 06:00:00+00:00,50,100,5,0.0,92.9,81.5
2021-05-17 07:00:00+00:00,56,94,8,0.0,101.0,81.5
2021-05-17 08:00:00+00:00,62,72,8,0.0,105.0,81.5
2021-05-17 09:00:00+00:00,65,65,14,0.0,89.2,81.5
2021-05-17 10:00:00+00:00,68,56,13,0.0,78.0,81.5
2021-05-17 11:00:00+00:00,69,53,13,0.0,83.6,81.5
2021-05-17 12:00:00+00:00,71,46,16,0.0,94.9,81.5
2021-05-17 13:00:00+00:00,73,41,20,0.0,98.8,81.5
2021-05-17 14:00:00+00:00,73,41,18,0.0,103.0,81.5
2021-05-17 15:00:00+00:00,76,36,14,0.0,87.3,81.5
2021-05-17 16:00:00+00:00,73,41,17,0.0,74.5,81.5
2021-05-17 17:00:00+00:00,74,38,16,0.0,91.1,81.5
2021-05-17 18:00:00+00:00,72,41,15,0.0,103.0,81.5
2021-05-17 19:00:00+00:00,70,46,13,0.0,96.8,81.5
2021-05-17 20:00:00+00:00,64,52,8,0.0,87.4,81.5
2021-05-17 21:00:00+00:00,60,62,7,0.0,67.7,81.5
2021-05-17 22:00:00+00:00,57,67,7,0.0,71.1,81.5
2021-05-17 23:00:00+00:00,56,77,7,0.0,74.5,81.5
2021-05-18 00:00:00+00:00,55,77,8,0.0,83.6,81.5
2021-05-18 01:00:00+00:00,53,82,9,0.0,89.2,81.5
2021-05-18 02:00:00+00:00,52,87,8,0.0,93.0,81.5
2021-05-18 03:00:00+00:00,52,87,9,0.0,89.2,81.5
2021-05-18 04:00:00+00:00,51,87,9,0.0,93.0,81.5
2021-05-18 05:00:00+00:00,53,94,11,0.0,96.9,81.5
2021-05-18 06:00:00+00:00,55,94,14,0.0,91.1,81.5
2021-05-18 07:00:00+00:00,57,94,15,0.0,93.0,81.5
2021-05-18 08:00:00+00:00,61,82,14,0.0,98.9,81.5
2021-05-18 09:00:00+00:00,66,73,17,0.0,93.0,81.5
2021-05-18 10:00:00+00:00,67,68,16,0.0,85.6,81.5
2021-05-18 11:00:00+00:00,68,64,20,0.0,79.9,81.5
2021-05-18 12:00:00+00:00,66,68,26,0.0,81.8,81.5
2021-05-18 13:00:00+00:00,65,77,22,0.0,87.4,81.5
2021-05-18 14:00:00+00:00,64,77,20,0.0,85.6,81.5
2021-05-18 15:00:00+00:00,62,88,16,0.03,89.3,81.5
2021-05-18 16:00:00+00:00,61,100,16,0.03,93.0,81.5
2021-05-18 17:00:00+00:00,61,94,18,0.0,95.0,81.5
2021-05-18 18:00:00+00:00,60,94,13,0.0,93.1,81.5
2021-05-18 19:00:00+00:00,60,88,15,0.0,87.5,81.5
2021-05-18 20:00:00+00:00,60,88,14,0.0,93.1,81.5
2021-05-18 21:00:00+00:00,60,94,11,0.02,95.0,81.5
2021-05-18 22:00:00+00:00,60,100,11,0.0,93.1,81.5
2021-05-18 23:00:00+00:00,61,100,9,0.03,95.0,81.5
2021-05-19 00:00:00+00:00,61,100,13,0.04,98.9,81.5
2021-05-19 01:00:00+00:00,62,94,13,0.01,95.0,81.5
2021-05-19 02:00:00+00:00,62,94,11,0.0,98.9,81.5
2021-05-19 03:00:00+00:00,62,94,10,0.02,97.0,81.5
2021-05-19 04:00:00+00:00,62,94,11,0.0,97.0,81.5
2021-05-19 05:00:00+00:00,62,100,10,0.0,103.0,81.5
2021-05-19 06:00:00+00:00,62,100,9,0.0,101.0,81.5
2021-05-19 07:00:00+00:00,63,100,11,0.0,99.0,81.5
2021-05-19 08:00:00+00:00,64,94,13,0.0,116.0,81.5
2021-05-19 09:00:00+00:00,66,94,10,0.0,127.0,81.5
2021-05-19 10:00:00+00:00,66,94,11,0.0,130.0,81.5
2021-05-19 11:00:00+00:00,66,94,10,0.0,97.0,81.5
2021-05-19 12:00:00+00:00,67,94,16,0.01,87.5,81.5
2021-05-19 13:00:00+00:00,69,83,11,0.0,93.1,81.5
2021-05-19 14:00:00+00:00,67,94,15,0.0,105.0,81.5
2021-05-19 15:00:00+00:00,67,94,13,0.0,114.0,81.5
2021-05-19 16:00:00+00:00,69,83,9,0.0,116.0,81.5
2021-05-19 17:00:00+00:00,69,83,11,0.0,109.0,81.5
2021-05-19 18:00:00+00:00,69,83,13,0.0,103.0,81.5
2021-05-19 19:00:00+00:00,68,88,11,0.0,105.0,81.5
2021-05-19 20:00:00+00:00,68,88,14,0.0,85.7,81.5
2021-05-19 21:00:00+00:00,67,90,15,0.0,93.2,81.5
2021-05-19 22:00:00+00:00,67,94,14,0.0,85.7,81.5
2021-05-19 23:00:00+00:00,67,88,15,0.0,81.9,81.5
2021-05-20 00:00:00+00:00,66,88,17,0.0,93.2,81.5
2021-05-20 01:00:00+00:00,65,94,13,0.0,95.1,81.5
2021-05-20 02:00:00+00:00,64,94,11,0.03,93.2,81.5
2021-05-20 03:00:00+00:00,64,94,9,0.1,85.7,81.5
2021-05-20 04:00:00+00:00,64,94,14,0.04,63.0,81.5
2021-05-20 05:00:00+00:00,64,94,13,0.03,66.2,81.5
2021-05-20 06:00:00+00:00,64,94,14,0.04,80.1,81.5
2021-05-20 07:00:00+00:00,64,96,14,0.11,85.7,81.5
2021-05-20 08:00:00+00:00,64,94,15,0.14,97.1,81.5
2021-05-20 09:00:00+00:00,64,94,16,0.01,105.0,81.5
2021-05-20 10:00:00+00:00,66,88,16,0.01,120.0,81.5
2021-05-20 11:00:00+00:00,67,94,15,0.0,135.0,81.5
2021-05-20 12:00:00+00:00,67,94,14,0.01,127.0,81.5
2021-05-20 13:00:00+00:00,67,94,14,0.0,105.0,81.5
2021-05-20 14:00:00+00:00,67,94,18,0.02,153.0,81.5
2021-05-20 15:00:00+00:00,69,88,15,0.0,208.0,81.5
2021-05-20 16:00:00+00:00,70,83,18,0.0,209.0,81.5
2021-05-20 17:00:00+00:00,70,83,15,0.0,188.0,81.5
2021-05-20 18:00:00+00:00,70,83,14,0.0,173.0,81.5
2021-05-20 19:00:00+00:00,69,83,14,0.01,164.0,81.5
2021-05-20 20:00:00+00:00,68,88,13,0.0,140.0,81.5
2021-05-20 21:00:00+00:00,66,94,11,0.0,140.0,81.5
2021-05-20 22:00:00+00:00,65,100,6,0.03,135.0,81.5
2021-05-20 23:00:00+00:00,65,100,5,0.04,128.0,81.5
2021-05-21 00:00:00+00:00,65,100,10,0.03,130.0,81.5
2021-05-21 01:00:00+00:00,67,94,20,0.16,130.0,81.5
2021-05-21 02:00:00+00:00,67,94,16,0.0,132.0,81.5
2021-05-21 03:00:00+00:00,66,94,21,0.18,135.0,81.5
2021-05-21 04:00:00+00:00,65,100,10,0.01,142.0,81.5
2021-05-21 05:00:00+00:00,65,100,9,0.0,199.0,81.5
2021-05-21 06:00:00+00:00,66,94,11,0.0,240.0,81.5
2021-05-21 07:00:00+00:00,67,94,13,0.0,218.0,81.5
2021-05-21 08:00:00+00:00,67,94,13,0.0,196.0,81.5
2021-05-21 09:00:00+00:00,68,88,15,0.0,206.0,81.5
2021-05-21 10:00:00+00:00,70,88,16,0.0,218.0,81.5
2021-05-21 11:00:00+00:00,68,94,13,0.02,212.0,81.5
2021-05-21 12:00:00+00:00,69,88,14,0.16,212.0,81.5
2021-05-21 13:00:00+00:00,71,83,13,0.0,176.0,81.5
2021-05-21 14:00:00+00:00,72,83,21,0.0,167.0,81.5
2021-05-21 15:00:00+00:00,75,78,24,0.0,161.0,81.5
2021-05-21 16:00:00+00:00,75,78,21,0.0,161.0,81.5
2021-05-21 17:00:00+00:00,73,83,20,0.0,167.0,81.5
2021-05-21 18:00:00+00:00,73,78,17,0.0,167.0,81.5
2021-05-21 19:00:00+00:00,72,83,10,0.0,185.0,81.5
2021-05-21 20:00:00+00:00,71,78,11,0.0,199.0,81.5
2021-05-21 21:00:00+00:00,69,84,11,0.0,179.0,81.5
2021-05-21 22:00:00+00:00,67,88,10,0.0,194.0,81.5
2021-05-21 23:00:00+00:00,66,88,13,0.0,188.0,81.5
2021-05-22 00:00:00+00:00,65,94,9,0.0,191.0,81.5
2021-05-22 01:00:00+00:00,65,94,13,0.0,197.0,81.5
2021-05-22 02:00:00+00:00,66,88,14,0.0,185.0,81.5
2021-05-22 03:00:00+00:00,66,88,16,0.0,161.0,81.5
2021-05-22 04:00:00+00:00,64,94,13,0.0,164.0,81.5
2021-05-22 05:00:00+00:00,64,94,11,0.0,176.0,81.5
2021-05-22 06:00:00+00:00,65,94,11,0.0,173.0,81.5
2021-05-22 07:00:00+00:00,67,94,14,0.0,179.0,81.5
2021-05-22 08:00:00+00:00,68,88,10,0.0,191.0,81.5
2021-05-22 09:00:00+00:00,72,83,11,0.0,197.0,81.5
2021-05-22 10:00:00+00:00,73,78,14,0.0,194.0,81.5
2021-05-22 11:00:00+00:00,75,74,16,0.0,182.0,81.5
2021-05-22 12:00:00+00:00,77,79,13,0.0,176.0,81.5
2021-05-22 13:00:00+00:00,77,74,15,0.0,188.0,81.5
2021-05-22 14:00:00+00:00,78,74,15,0.0,188.0,81.5
2021-05-22 15:00:00+00:00,77,74,20,0.0,200.0,81.5
2021-05-22 16:00:00+00:00,78,70,15,0.0,203.0,81.5
2021-05-22 17:00:00+00:00,77,69,15,0.0,203.0,81.5
2021-05-22 18:00:00+00:00,75,74,13,0.0,203.0,81.5
2021-05-22 19:00:00+00:00,74,78,10,0.0,212.0,81.5
2021-05-22 20:00:00+00:00,71,83,8,0.0,212.0,81.5
2021-05-22 21:00:00+00:00,70,90,9,0.0,215.0,81.5
2021-05-22 22:00:00+00:00,69,88,10,0.0,218.0,81.5
2021-05-22 23:00:00+00:00,68,94,10,0.0,225.0,81.5
2021-05-23 00:00:00+00:00,67,97,10,0.0,228.0,81.5
2021-05-23 01:00:00+00:00,67,100,9,0.0,244.0,81.5
